State,State Code,Year,Year Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
Nevada,32,2000,2000,Heroin,T40.1,15,1998257,Unreliable
Nevada,32,2000,2000,Other opioids,T40.2,45,1998257,2.3
Nevada,32,2000,2000,Methadone,T40.3,14,1998257,Unreliable
Nevada,32,2001,2001,Other opioids,T40.2,30,2098399,1.4
Nevada,32,2001,2001,Methadone,T40.3,16,2098399,Unreliable
Nevada,32,2002,2002,Other opioids,T40.2,41,2173791,1.9
Nevada,32,2002,2002,Methadone,T40.3,16,2173791,Unreliable
Nevada,32,2003,2003,Heroin,T40.1,12,2248850,Unreliable
Nevada,32,2003,2003,Other opioids,T40.2,34,2248850,1.5
Nevada,32,2003,2003,Methadone,T40.3,11,2248850,Unreliable
Nevada,32,2003,2003,Other and unspecified narcotics,T40.6,15,2248850,Unreliable
Nevada,32,2004,2004,Other opioids,T40.2,38,2346222,1.6
Nevada,32,2004,2004,Methadone,T40.3,32,2346222,1.4
Nevada,32,2004,2004,Other synthetic narcotics,T40.4,11,2346222,Unreliable
Nevada,32,2004,2004,Other and unspecified narcotics,T40.6,29,2346222,1.2
Nevada,32,2005,2005,Heroin,T40.1,18,2432143,Unreliable
Nevada,32,2005,2005,Other opioids,T40.2,75,2432143,3.1
Nevada,32,2005,2005,Methadone,T40.3,35,2432143,1.4
Nevada,32,2005,2005,Other synthetic narcotics,T40.4,13,2432143,Unreliable
Nevada,32,2006,2006,Heroin,T40.1,10,2522658,Unreliable
Nevada,32,2006,2006,Other opioids,T40.2,80,2522658,3.2
Nevada,32,2006,2006,Methadone,T40.3,50,2522658,2
Nevada,32,2006,2006,Other synthetic narcotics,T40.4,13,2522658,Unreliable
Nevada,32,2006,2006,Other and unspecified narcotics,T40.6,13,2522658,Unreliable
Nevada,32,2007,2007,Other opioids,T40.2,85,2601072,3.3
Nevada,32,2007,2007,Methadone,T40.3,41,2601072,1.6
Nevada,32,2007,2007,Other synthetic narcotics,T40.4,10,2601072,Unreliable
Nevada,32,2007,2007,Other and unspecified narcotics,T40.6,11,2601072,Unreliable
Nevada,32,2008,2008,Other opioids,T40.2,88,2653630,3.3
Nevada,32,2008,2008,Methadone,T40.3,43,2653630,1.6
Nevada,32,2008,2008,Other synthetic narcotics,T40.4,12,2653630,Unreliable
Nevada,32,2008,2008,Other and unspecified narcotics,T40.6,20,2653630,0.8
Nevada,32,2009,2009,Heroin,T40.1,12,2684665,Unreliable
Nevada,32,2009,2009,Other opioids,T40.2,121,2684665,4.5
Nevada,32,2009,2009,Methadone,T40.3,49,2684665,1.8
Nevada,32,2009,2009,Other synthetic narcotics,T40.4,21,2684665,0.8
Nevada,32,2009,2009,Other and unspecified narcotics,T40.6,13,2684665,Unreliable
Nevada,32,2010,2010,Other opioids,T40.2,167,2700551,6.2
Nevada,32,2010,2010,Methadone,T40.3,49,2700551,1.8
Nevada,32,2010,2010,Other synthetic narcotics,T40.4,19,2700551,Unreliable
Nevada,32,2010,2010,Other and unspecified narcotics,T40.6,22,2700551,0.8
Nevada,32,2011,2011,Heroin,T40.1,16,2723322,Unreliable
Nevada,32,2011,2011,Other opioids,T40.2,178,2723322,6.5
Nevada,32,2011,2011,Methadone,T40.3,49,2723322,1.8
Nevada,32,2011,2011,Other synthetic narcotics,T40.4,18,2723322,Unreliable
Nevada,32,2011,2011,Other and unspecified narcotics,T40.6,24,2723322,0.9
Nevada,32,2012,2012,Heroin,T40.1,16,2758931,Unreliable
Nevada,32,2012,2012,Other opioids,T40.2,171,2758931,6.2
Nevada,32,2012,2012,Methadone,T40.3,31,2758931,1.1
Nevada,32,2012,2012,Other synthetic narcotics,T40.4,14,2758931,Unreliable
Nevada,32,2012,2012,Other and unspecified narcotics,T40.6,21,2758931,0.8
Nevada,32,2013,2013,Heroin,T40.1,14,2790136,Unreliable
Nevada,32,2013,2013,Other opioids,T40.2,134,2790136,4.8
Nevada,32,2013,2013,Methadone,T40.3,39,2790136,1.4
Nevada,32,2013,2013,Other synthetic narcotics,T40.4,14,2790136,Unreliable
Nevada,32,2013,2013,Other and unspecified narcotics,T40.6,19,2790136,Unreliable
Nevada,32,2014,2014,Heroin,T40.1,33,2839099,1.2
Nevada,32,2014,2014,Other opioids,T40.2,140,2839099,4.9
Nevada,32,2014,2014,Methadone,T40.3,28,2839099,1
Nevada,32,2014,2014,Other synthetic narcotics,T40.4,19,2839099,Unreliable
Nevada,32,2014,2014,Other and unspecified narcotics,T40.6,17,2839099,Unreliable
Nevada,32,2015,2015,Heroin,T40.1,38,2890845,1.3
Nevada,32,2015,2015,Other opioids,T40.2,154,2890845,5.3
Nevada,32,2015,2015,Methadone,T40.3,28,2890845,1
Nevada,32,2015,2015,Other synthetic narcotics,T40.4,18,2890845,Unreliable
Nevada,32,2015,2015,Other and unspecified narcotics,T40.6,21,2890845,0.7
Nevada,32,2016,2016,Heroin,T40.1,54,2940058,1.8
Nevada,32,2016,2016,Other opioids,T40.2,155,2940058,5.3
Nevada,32,2016,2016,Methadone,T40.3,31,2940058,1.1
Nevada,32,2016,2016,Other synthetic narcotics,T40.4,36,2940058,1.2
Nevada,32,2016,2016,Other and unspecified narcotics,T40.6,17,2940058,Unreliable
Nevada,32,2017,2017,Heroin,T40.1,58,2998039,1.9
Nevada,32,2017,2017,Other opioids,T40.2,165,2998039,5.5
Nevada,32,2017,2017,Methadone,T40.3,22,2998039,0.7
Nevada,32,2017,2017,Other synthetic narcotics,T40.4,46,2998039,1.5
Nevada,32,2017,2017,Other and unspecified narcotics,T40.6,15,2998039,Unreliable
Nevada,32,2018,2018,Heroin,T40.1,69,3034392,2.3
Nevada,32,2018,2018,Other opioids,T40.2,154,3034392,5.1
Nevada,32,2018,2018,Methadone,T40.3,21,3034392,0.7
Nevada,32,2018,2018,Other synthetic narcotics,T40.4,54,3034392,1.8
New Hampshire,33,1999,1999,Other opioids,T40.2,13,1222014,Unreliable
New Hampshire,33,2001,2001,Other opioids,T40.2,13,1255517,Unreliable
New Hampshire,33,2002,2002,Other opioids,T40.2,10,1269089,Unreliable
New Hampshire,33,2002,2002,Methadone,T40.3,12,1269089,Unreliable
New Hampshire,33,2003,2003,Other opioids,T40.2,14,1279840,Unreliable
New Hampshire,33,2004,2004,Other opioids,T40.2,18,1290121,Unreliable
New Hampshire,33,2005,2005,Methadone,T40.3,18,1298492,Unreliable
New Hampshire,33,2006,2006,Other opioids,T40.2,23,1308389,1.8
New Hampshire,33,2006,2006,Methadone,T40.3,17,1308389,Unreliable
New Hampshire,33,2007,2007,Other opioids,T40.2,33,1312540,2.5
New Hampshire,33,2007,2007,Methadone,T40.3,19,1312540,Unreliable
New Hampshire,33,2008,2008,Other opioids,T40.2,29,1315906,2.2
New Hampshire,33,2009,2009,Other opioids,T40.2,26,1316102,2
New Hampshire,33,2009,2009,Methadone,T40.3,19,1316102,Unreliable
New Hampshire,33,2009,2009,Other synthetic narcotics,T40.4,12,1316102,Unreliable
New Hampshire,33,2010,2010,Other opioids,T40.2,26,1316470,2
New Hampshire,33,2010,2010,Methadone,T40.3,15,1316470,Unreliable
New Hampshire,33,2010,2010,Other synthetic narcotics,T40.4,12,1316470,Unreliable
New Hampshire,33,2011,2011,Other opioids,T40.2,38,1318194,2.9
New Hampshire,33,2011,2011,Methadone,T40.3,14,1318194,Unreliable
New Hampshire,33,2011,2011,Other synthetic narcotics,T40.4,14,1318194,Unreliable
New Hampshire,33,2012,2012,Other opioids,T40.2,28,1320718,2.1
New Hampshire,33,2012,2012,Methadone,T40.3,10,1320718,Unreliable
New Hampshire,33,2012,2012,Other synthetic narcotics,T40.4,11,1320718,Unreliable
New Hampshire,33,2013,2013,Other opioids,T40.2,33,1323459,2.5
New Hampshire,33,2013,2013,Other synthetic narcotics,T40.4,10,1323459,Unreliable
New Hampshire,33,2014,2014,Other opioids,T40.2,30,1326813,2.3
New Hampshire,33,2014,2014,Other synthetic narcotics,T40.4,15,1326813,Unreliable
New Hampshire,33,2015,2015,Other opioids,T40.2,22,1330608,1.7
New Hampshire,33,2015,2015,Other synthetic narcotics,T40.4,23,1330608,1.7
New Hampshire,33,2016,2016,Other opioids,T40.2,20,1334795,1.5
New Hampshire,33,2016,2016,Other synthetic narcotics,T40.4,37,1334795,2.8
New Hampshire,33,2017,2017,Other opioids,T40.2,17,1342795,Unreliable
New Hampshire,33,2017,2017,Other synthetic narcotics,T40.4,52,1342795,3.9
New Hampshire,33,2018,2018,Other opioids,T40.2,21,1356458,1.5
New Hampshire,33,2018,2018,Other synthetic narcotics,T40.4,77,1356458,5.7
New Jersey,34,1999,1999,Heroin,T40.1,46,8359592,0.6
New Jersey,34,1999,1999,Other opioids,T40.2,31,8359592,0.4
New Jersey,34,1999,1999,Methadone,T40.3,14,8359592,Unreliable
New Jersey,34,1999,1999,Other synthetic narcotics,T40.4,14,8359592,Unreliable
New Jersey,34,1999,1999,Other and unspecified narcotics,T40.6,14,8359592,Unreliable
New Jersey,34,2000,2000,Heroin,T40.1,33,8414350,0.4
New Jersey,34,2000,2000,Other opioids,T40.2,23,8414350,0.3
New Jersey,34,2000,2000,Other synthetic narcotics,T40.4,10,8414350,Unreliable
New Jersey,34,2000,2000,Other and unspecified narcotics,T40.6,16,8414350,Unreliable
New Jersey,34,2001,2001,Heroin,T40.1,43,8492671,0.5
New Jersey,34,2001,2001,Other opioids,T40.2,37,8492671,0.4
New Jersey,34,2001,2001,Methadone,T40.3,12,8492671,Unreliable
New Jersey,34,2001,2001,Other synthetic narcotics,T40.4,18,8492671,Unreliable
New Jersey,34,2001,2001,Other and unspecified narcotics,T40.6,19,8492671,Unreliable
New Jersey,34,2002,2002,Heroin,T40.1,47,8552643,0.5
New Jersey,34,2002,2002,Other opioids,T40.2,48,8552643,0.6
New Jersey,34,2002,2002,Methadone,T40.3,20,8552643,0.2
New Jersey,34,2002,2002,Other synthetic narcotics,T40.4,17,8552643,Unreliable
New Jersey,34,2002,2002,Other and unspecified narcotics,T40.6,31,8552643,0.4
New Jersey,34,2003,2003,Heroin,T40.1,40,8601402,0.5
New Jersey,34,2003,2003,Other opioids,T40.2,42,8601402,0.5
New Jersey,34,2003,2003,Methadone,T40.3,25,8601402,0.3
New Jersey,34,2003,2003,Other synthetic narcotics,T40.4,16,8601402,Unreliable
New Jersey,34,2003,2003,Other and unspecified narcotics,T40.6,16,8601402,Unreliable
New Jersey,34,2004,2004,Heroin,T40.1,23,8634561,0.3
New Jersey,34,2004,2004,Other opioids,T40.2,22,8634561,0.3
New Jersey,34,2004,2004,Methadone,T40.3,27,8634561,0.3
New Jersey,34,2004,2004,Other synthetic narcotics,T40.4,11,8634561,Unreliable
New Jersey,34,2004,2004,Other and unspecified narcotics,T40.6,18,8634561,Unreliable
New Jersey,34,2005,2005,Heroin,T40.1,49,8651974,0.6
New Jersey,34,2005,2005,Other opioids,T40.2,54,8651974,0.6
New Jersey,34,2005,2005,Methadone,T40.3,33,8651974,0.4
New Jersey,34,2005,2005,Other synthetic narcotics,T40.4,11,8651974,Unreliable
New Jersey,34,2005,2005,Other and unspecified narcotics,T40.6,32,8651974,0.4
New Jersey,34,2006,2006,Heroin,T40.1,24,8661679,0.3
New Jersey,34,2006,2006,Other opioids,T40.2,64,8661679,0.7
New Jersey,34,2006,2006,Methadone,T40.3,28,8661679,0.3
New Jersey,34,2006,2006,Other synthetic narcotics,T40.4,17,8661679,Unreliable
New Jersey,34,2006,2006,Other and unspecified narcotics,T40.6,19,8661679,Unreliable
New Jersey,34,2007,2007,Heroin,T40.1,15,8677885,Unreliable
New Jersey,34,2007,2007,Other opioids,T40.2,61,8677885,0.7
New Jersey,34,2007,2007,Methadone,T40.3,28,8677885,0.3
New Jersey,34,2007,2007,Other synthetic narcotics,T40.4,20,8677885,0.2
New Jersey,34,2007,2007,Other and unspecified narcotics,T40.6,10,8677885,Unreliable
New Jersey,34,2008,2008,Heroin,T40.1,25,8711090,0.3
New Jersey,34,2008,2008,Other opioids,T40.2,51,8711090,0.6
New Jersey,34,2008,2008,Methadone,T40.3,19,8711090,Unreliable
New Jersey,34,2008,2008,Other synthetic narcotics,T40.4,12,8711090,Unreliable
New Jersey,34,2008,2008,Other and unspecified narcotics,T40.6,14,8711090,Unreliable
New Jersey,34,2010,2010,Heroin,T40.1,31,8791894,0.4
New Jersey,34,2010,2010,Other opioids,T40.2,90,8791894,1
New Jersey,34,2010,2010,Methadone,T40.3,20,8791894,0.2
New Jersey,34,2010,2010,Other synthetic narcotics,T40.4,14,8791894,Unreliable
New Jersey,34,2010,2010,Other and unspecified narcotics,T40.6,18,8791894,Unreliable
New Jersey,34,2011,2011,Heroin,T40.1,30,8821155,0.3
New Jersey,34,2011,2011,Other opioids,T40.2,111,8821155,1.3
New Jersey,34,2011,2011,Methadone,T40.3,30,8821155,0.3
New Jersey,34,2011,2011,Other synthetic narcotics,T40.4,16,8821155,Unreliable
New Jersey,34,2011,2011,Other and unspecified narcotics,T40.6,24,8821155,0.3
New Jersey,34,2012,2012,Heroin,T40.1,74,8864590,0.8
New Jersey,34,2012,2012,Other opioids,T40.2,129,8864590,1.5
New Jersey,34,2012,2012,Methadone,T40.3,40,8864590,0.5
New Jersey,34,2012,2012,Other synthetic narcotics,T40.4,18,8864590,Unreliable
New Jersey,34,2012,2012,Other and unspecified narcotics,T40.6,11,8864590,Unreliable
New Jersey,34,2013,2013,Heroin,T40.1,113,8899339,1.3
New Jersey,34,2013,2013,Other opioids,T40.2,127,8899339,1.4
New Jersey,34,2013,2013,Methadone,T40.3,34,8899339,0.4
New Jersey,34,2013,2013,Other synthetic narcotics,T40.4,39,8899339,0.4
New Jersey,34,2013,2013,Other and unspecified narcotics,T40.6,13,8899339,Unreliable
New Jersey,34,2014,2014,Heroin,T40.1,124,8938175,1.4
New Jersey,34,2014,2014,Other opioids,T40.2,139,8938175,1.6
New Jersey,34,2014,2014,Methadone,T40.3,29,8938175,0.3
New Jersey,34,2014,2014,Other synthetic narcotics,T40.4,51,8938175,0.6
New Jersey,34,2014,2014,Other and unspecified narcotics,T40.6,14,8938175,Unreliable
New Jersey,34,2015,2015,Heroin,T40.1,135,8958013,1.5
New Jersey,34,2015,2015,Other opioids,T40.2,125,8958013,1.4
New Jersey,34,2015,2015,Methadone,T40.3,27,8958013,0.3
New Jersey,34,2015,2015,Other synthetic narcotics,T40.4,71,8958013,0.8
New Jersey,34,2015,2015,Other and unspecified narcotics,T40.6,13,8958013,Unreliable
New Jersey,34,2016,2016,Heroin,T40.1,249,8944469,2.8
New Jersey,34,2016,2016,Other opioids,T40.2,202,8944469,2.3
New Jersey,34,2016,2016,Methadone,T40.3,46,8944469,0.5
New Jersey,34,2016,2016,Other synthetic narcotics,T40.4,219,8944469,2.4
New Jersey,34,2016,2016,Other and unspecified narcotics,T40.6,12,8944469,Unreliable
New Jersey,34,2017,2017,Heroin,T40.1,278,9005644,3.1
New Jersey,34,2017,2017,Other opioids,T40.2,214,9005644,2.4
New Jersey,34,2017,2017,Methadone,T40.3,44,9005644,0.5
New Jersey,34,2017,2017,Other synthetic narcotics,T40.4,364,9005644,4
New Jersey,34,2017,2017,Other and unspecified narcotics,T40.6,23,9005644,0.3
New Jersey,34,2018,2018,Heroin,T40.1,305,8908520,3.4
New Jersey,34,2018,2018,Other opioids,T40.2,189,8908520,2.1
New Jersey,34,2018,2018,Methadone,T40.3,66,8908520,0.7
New Jersey,34,2018,2018,Other synthetic narcotics,T40.4,546,8908520,6.1
New Jersey,34,2018,2018,Other and unspecified narcotics,T40.6,28,8908520,0.3
New Mexico,35,1999,1999,Other opioids,T40.2,31,1808082,1.7
New Mexico,35,1999,1999,Methadone,T40.3,12,1808082,Unreliable
New Mexico,35,1999,1999,Other synthetic narcotics,T40.4,17,1808082,Unreliable
New Mexico,35,2000,2000,Other opioids,T40.2,35,1819046,1.9
New Mexico,35,2000,2000,Methadone,T40.3,10,1819046,Unreliable
New Mexico,35,2000,2000,Other synthetic narcotics,T40.4,10,1819046,Unreliable
New Mexico,35,2001,2001,Other opioids,T40.2,20,1831690,1.1
New Mexico,35,2001,2001,Methadone,T40.3,14,1831690,Unreliable
New Mexico,35,2002,2002,Other opioids,T40.2,32,1855309,1.7
New Mexico,35,2002,2002,Methadone,T40.3,14,1855309,Unreliable
New Mexico,35,2002,2002,Other synthetic narcotics,T40.4,11,1855309,Unreliable
New Mexico,35,2003,2003,Other opioids,T40.2,39,1877574,2.1
New Mexico,35,2004,2004,Other opioids,T40.2,28,1903808,1.5
New Mexico,35,2004,2004,Methadone,T40.3,11,1903808,Unreliable
New Mexico,35,2005,2005,Other opioids,T40.2,36,1932274,1.9
New Mexico,35,2005,2005,Methadone,T40.3,11,1932274,Unreliable
New Mexico,35,2006,2006,Other opioids,T40.2,62,1962137,3.2
New Mexico,35,2006,2006,Methadone,T40.3,25,1962137,1.3
New Mexico,35,2006,2006,Other synthetic narcotics,T40.4,14,1962137,Unreliable
New Mexico,35,2007,2007,Other opioids,T40.2,69,1990070,3.5
New Mexico,35,2007,2007,Methadone,T40.3,21,1990070,1.1
New Mexico,35,2008,2008,Heroin,T40.1,15,2010662,Unreliable
New Mexico,35,2008,2008,Other opioids,T40.2,83,2010662,4.1
New Mexico,35,2008,2008,Methadone,T40.3,26,2010662,1.3
New Mexico,35,2008,2008,Other synthetic narcotics,T40.4,13,2010662,Unreliable
New Mexico,35,2009,2009,Other opioids,T40.2,42,2036802,2.1
New Mexico,35,2009,2009,Other synthetic narcotics,T40.4,12,2036802,Unreliable
New Mexico,35,2010,2010,Other opioids,T40.2,41,2059179,2
New Mexico,35,2010,2010,Other synthetic narcotics,T40.4,11,2059179,Unreliable
New Mexico,35,2011,2011,Heroin,T40.1,17,2082224,Unreliable
New Mexico,35,2011,2011,Other opioids,T40.2,74,2082224,3.6
New Mexico,35,2011,2011,Methadone,T40.3,11,2082224,Unreliable
New Mexico,35,2011,2011,Other synthetic narcotics,T40.4,10,2082224,Unreliable
New Mexico,35,2011,2011,Other and unspecified narcotics,T40.6,10,2082224,Unreliable
New Mexico,35,2012,2012,Heroin,T40.1,30,2085538,1.4
New Mexico,35,2012,2012,Other opioids,T40.2,115,2085538,5.5
New Mexico,35,2012,2012,Methadone,T40.3,23,2085538,1.1
New Mexico,35,2012,2012,Other synthetic narcotics,T40.4,30,2085538,1.4
New Mexico,35,2013,2013,Heroin,T40.1,30,2085287,1.4
New Mexico,35,2013,2013,Other opioids,T40.2,125,2085287,6
New Mexico,35,2013,2013,Methadone,T40.3,17,2085287,Unreliable
New Mexico,35,2013,2013,Other synthetic narcotics,T40.4,17,2085287,Unreliable
New Mexico,35,2014,2014,Heroin,T40.1,69,2085572,3.3
New Mexico,35,2014,2014,Other opioids,T40.2,141,2085572,6.8
New Mexico,35,2014,2014,Methadone,T40.3,19,2085572,Unreliable
New Mexico,35,2014,2014,Other synthetic narcotics,T40.4,52,2085572,2.5
New Mexico,35,2015,2015,Heroin,T40.1,70,2085109,3.4
New Mexico,35,2015,2015,Other opioids,T40.2,107,2085109,5.1
New Mexico,35,2015,2015,Methadone,T40.3,23,2085109,1.1
New Mexico,35,2015,2015,Other synthetic narcotics,T40.4,28,2085109,1.3
New Mexico,35,2016,2016,Heroin,T40.1,89,2081015,4.3
New Mexico,35,2016,2016,Other opioids,T40.2,99,2081015,4.8
New Mexico,35,2016,2016,Methadone,T40.3,27,2081015,1.3
New Mexico,35,2016,2016,Other synthetic narcotics,T40.4,45,2081015,2.2
New Mexico,35,2017,2017,Heroin,T40.1,94,2088070,4.5
New Mexico,35,2017,2017,Other opioids,T40.2,102,2088070,4.9
New Mexico,35,2017,2017,Methadone,T40.3,29,2088070,1.4
New Mexico,35,2017,2017,Other synthetic narcotics,T40.4,50,2088070,2.4
New Mexico,35,2018,2018,Heroin,T40.1,83,2095428,4
New Mexico,35,2018,2018,Other opioids,T40.2,95,2095428,4.5
New Mexico,35,2018,2018,Methadone,T40.3,38,2095428,1.8
New Mexico,35,2018,2018,Other synthetic narcotics,T40.4,63,2095428,3
New York,36,1999,1999,Other opioids,T40.2,18,18882725,Unreliable
New York,36,1999,1999,Methadone,T40.3,53,18882725,0.3
New York,36,1999,1999,Other and unspecified narcotics,T40.6,87,18882725,0.5
New York,36,2000,2000,Other opioids,T40.2,17,18976457,Unreliable
New York,36,2000,2000,Methadone,T40.3,47,18976457,0.2
New York,36,2000,2000,Other and unspecified narcotics,T40.6,84,18976457,0.4
New York,36,2001,2001,Other opioids,T40.2,26,19082838,0.1
New York,36,2001,2001,Methadone,T40.3,59,19082838,0.3
New York,36,2001,2001,Other synthetic narcotics,T40.4,16,19082838,Unreliable
New York,36,2001,2001,Other and unspecified narcotics,T40.6,132,19082838,0.7
New York,36,2002,2002,Heroin,T40.1,11,19137800,Unreliable
New York,36,2002,2002,Other opioids,T40.2,21,19137800,0.1
New York,36,2002,2002,Methadone,T40.3,71,19137800,0.4
New York,36,2002,2002,Other synthetic narcotics,T40.4,14,19137800,Unreliable
New York,36,2002,2002,Other and unspecified narcotics,T40.6,92,19137800,0.5
New York,36,2003,2003,Heroin,T40.1,11,19175939,Unreliable
New York,36,2003,2003,Other opioids,T40.2,43,19175939,0.2
New York,36,2003,2003,Methadone,T40.3,89,19175939,0.5
New York,36,2003,2003,Other synthetic narcotics,T40.4,14,19175939,Unreliable
New York,36,2003,2003,Other and unspecified narcotics,T40.6,125,19175939,0.7
New York,36,2004,2004,Other opioids,T40.2,45,19171567,0.2
New York,36,2004,2004,Methadone,T40.3,73,19171567,0.4
New York,36,2004,2004,Other and unspecified narcotics,T40.6,94,19171567,0.5
New York,36,2005,2005,Heroin,T40.1,11,19132610,Unreliable
New York,36,2005,2005,Other opioids,T40.2,71,19132610,0.4
New York,36,2005,2005,Methadone,T40.3,108,19132610,0.6
New York,36,2005,2005,Other synthetic narcotics,T40.4,18,19132610,Unreliable
New York,36,2005,2005,Other and unspecified narcotics,T40.6,137,19132610,0.7
New York,36,2006,2006,Heroin,T40.1,18,19104631,Unreliable
New York,36,2006,2006,Other opioids,T40.2,158,19104631,0.8
New York,36,2006,2006,Methadone,T40.3,143,19104631,0.7
New York,36,2006,2006,Other synthetic narcotics,T40.4,53,19104631,0.3
New York,36,2006,2006,Other and unspecified narcotics,T40.6,120,19104631,0.6
New York,36,2007,2007,Heroin,T40.1,51,19132335,0.3
New York,36,2007,2007,Other opioids,T40.2,225,19132335,1.2
New York,36,2007,2007,Methadone,T40.3,138,19132335,0.7
New York,36,2007,2007,Other synthetic narcotics,T40.4,42,19132335,0.2
New York,36,2007,2007,Other and unspecified narcotics,T40.6,80,19132335,0.4
New York,36,2008,2008,Heroin,T40.1,61,19212436,0.3
New York,36,2008,2008,Other opioids,T40.2,267,19212436,1.4
New York,36,2008,2008,Methadone,T40.3,134,19212436,0.7
New York,36,2008,2008,Other synthetic narcotics,T40.4,63,19212436,0.3
New York,36,2008,2008,Other and unspecified narcotics,T40.6,71,19212436,0.4
New York,36,2009,2009,Heroin,T40.1,80,19307066,0.4
New York,36,2009,2009,Other opioids,T40.2,278,19307066,1.4
New York,36,2009,2009,Methadone,T40.3,124,19307066,0.6
New York,36,2009,2009,Other synthetic narcotics,T40.4,67,19307066,0.3
New York,36,2009,2009,Other and unspecified narcotics,T40.6,49,19307066,0.3
New York,36,2010,2010,Heroin,T40.1,56,19378102,0.3
New York,36,2010,2010,Other opioids,T40.2,338,19378102,1.7
New York,36,2010,2010,Methadone,T40.3,143,19378102,0.7
New York,36,2010,2010,Other synthetic narcotics,T40.4,89,19378102,0.5
New York,36,2010,2010,Other and unspecified narcotics,T40.6,44,19378102,0.2
New York,36,2011,2011,Heroin,T40.1,104,19465197,0.5
New York,36,2011,2011,Other opioids,T40.2,369,19465197,1.9
New York,36,2011,2011,Methadone,T40.3,157,19465197,0.8
New York,36,2011,2011,Other synthetic narcotics,T40.4,89,19465197,0.5
New York,36,2011,2011,Other and unspecified narcotics,T40.6,49,19465197,0.3
New York,36,2012,2012,Heroin,T40.1,152,19570261,0.8
New York,36,2012,2012,Other opioids,T40.2,392,19570261,2
New York,36,2012,2012,Methadone,T40.3,186,19570261,1
New York,36,2012,2012,Other synthetic narcotics,T40.4,86,19570261,0.4
New York,36,2012,2012,Other and unspecified narcotics,T40.6,55,19570261,0.3
New York,36,2013,2013,Heroin,T40.1,172,19651127,0.9
New York,36,2013,2013,Other opioids,T40.2,354,19651127,1.8
New York,36,2013,2013,Methadone,T40.3,164,19651127,0.8
New York,36,2013,2013,Other synthetic narcotics,T40.4,85,19651127,0.4
New York,36,2013,2013,Other and unspecified narcotics,T40.6,63,19651127,0.3
New York,36,2014,2014,Heroin,T40.1,281,19746227,1.4
New York,36,2014,2014,Other opioids,T40.2,405,19746227,2.1
New York,36,2014,2014,Methadone,T40.3,135,19746227,0.7
New York,36,2014,2014,Other synthetic narcotics,T40.4,144,19746227,0.7
New York,36,2014,2014,Other and unspecified narcotics,T40.6,45,19746227,0.2
New York,36,2015,2015,Heroin,T40.1,354,19795791,1.8
New York,36,2015,2015,Other opioids,T40.2,456,19795791,2.3
New York,36,2015,2015,Methadone,T40.3,149,19795791,0.8
New York,36,2015,2015,Other synthetic narcotics,T40.4,275,19795791,1.4
New York,36,2015,2015,Other and unspecified narcotics,T40.6,48,19795791,0.2
New York,36,2016,2016,Heroin,T40.1,432,19745289,2.2
New York,36,2016,2016,Other opioids,T40.2,513,19745289,2.6
New York,36,2016,2016,Methadone,T40.3,171,19745289,0.9
New York,36,2016,2016,Other synthetic narcotics,T40.4,601,19745289,3
New York,36,2016,2016,Other and unspecified narcotics,T40.6,57,19745289,0.3
New York,36,2017,2017,Heroin,T40.1,493,19849399,2.5
New York,36,2017,2017,Other opioids,T40.2,475,19849399,2.4
New York,36,2017,2017,Methadone,T40.3,158,19849399,0.8
New York,36,2017,2017,Other synthetic narcotics,T40.4,813,19849399,4.1
New York,36,2017,2017,Other and unspecified narcotics,T40.6,35,19849399,0.2
New York,36,2018,2018,Heroin,T40.1,494,19542209,2.5
New York,36,2018,2018,Other opioids,T40.2,449,19542209,2.3
New York,36,2018,2018,Methadone,T40.3,151,19542209,0.8
New York,36,2018,2018,Other synthetic narcotics,T40.4,814,19542209,4.2
New York,36,2018,2018,Other and unspecified narcotics,T40.6,30,19542209,0.2
North Carolina,37,1999,1999,Other opioids,T40.2,13,7949361,Unreliable
North Carolina,37,1999,1999,Methadone,T40.3,12,7949361,Unreliable
North Carolina,37,2000,2000,Other opioids,T40.2,33,8049313,0.4
North Carolina,37,2000,2000,Other synthetic narcotics,T40.4,12,8049313,Unreliable
North Carolina,37,2001,2001,Other opioids,T40.2,35,8210122,0.4
North Carolina,37,2001,2001,Methadone,T40.3,15,8210122,Unreliable
North Carolina,37,2001,2001,Other synthetic narcotics,T40.4,14,8210122,Unreliable
North Carolina,37,2002,2002,Other opioids,T40.2,28,8326201,0.3
North Carolina,37,2002,2002,Methadone,T40.3,19,8326201,Unreliable
North Carolina,37,2002,2002,Other synthetic narcotics,T40.4,11,8326201,Unreliable
North Carolina,37,2003,2003,Other opioids,T40.2,24,8422501,0.3
North Carolina,37,2003,2003,Methadone,T40.3,23,8422501,0.3
North Carolina,37,2004,2004,Other opioids,T40.2,21,8553152,0.2
North Carolina,37,2004,2004,Methadone,T40.3,19,8553152,Unreliable
North Carolina,37,2004,2004,Other synthetic narcotics,T40.4,16,8553152,Unreliable
North Carolina,37,2005,2005,Other opioids,T40.2,36,8705407,0.4
North Carolina,37,2005,2005,Methadone,T40.3,29,8705407,0.3
North Carolina,37,2005,2005,Other synthetic narcotics,T40.4,15,8705407,Unreliable
North Carolina,37,2006,2006,Other opioids,T40.2,49,8917270,0.5
